3	-143.424149061	-406.316461268	-388.259620221	-204.734574111	
3	-65.424149061	-370.316461268	-348.259620221	-186.734574111	
3	-69.424149061	-376.316461268	-343.259620221	-177.734574111	
3	56.575850939	-281.316461268	-352.259620221	-154.734574111	
3	20.575850939	-361.316461268	-340.259620221	-184.734574111	
3	68.575850939	-381.316461268	-385.259620221	-175.734574111	
3	36.575850939	-309.316461268	-314.259620221	-128.734574111	
3	-3.42414906103	-372.316461268	-369.259620221	-190.734574111	
3	36.575850939	-369.316461268	-377.259620221	-226.734574111	
3	-19.424149061	-356.316461268	-351.259620221	-216.734574111	
3	-36.424149061	-208.316461268	-321.259620221	-117.734574111	
3	-1.42414906103	-230.316461268	-309.259620221	-180.734574111	
3	49.575850939	-309.316461268	-381.259620221	-195.734574111	
3	61.575850939	-354.316461268	-335.259620221	-232.734574111	
3	48.575850939	-338.316461268	-376.259620221	-215.734574111	
3	63.575850939	-287.316461268	-311.259620221	-152.734574111	
3	31.575850939	-336.316461268	-310.259620221	-184.734574111	
3	10.575850939	-332.316461268	-313.259620221	-198.734574111	
3	34.575850939	-200.316461268	-280.259620221	-103.734574111	
3	92.575850939	-273.316461268	-302.259620221	-178.734574111	
3	84.575850939	-339.316461268	-320.259620221	-172.734574111	
3	100.575850939	-325.316461268	-313.259620221	-174.734574111	
3	22.575850939	-300.316461268	-300.259620221	-163.734574111	
3	41.575850939	-232.316461268	-283.259620221	-89.7345741113	
3	12.575850939	-313.316461268	-295.259620221	-106.734574111	
3	113.575850939	-311.316461268	-301.259620221	-171.734574111	
3	106.575850939	-301.316461268	-318.259620221	-172.734574111	
3	53.575850939	-346.316461268	-303.259620221	-120.734574111	
3	64.575850939	-343.316461268	-314.259620221	-187.734574111	
3	89.575850939	-218.316461268	-305.259620221	-166.734574111	
3	72.575850939	-185.316461268	-306.259620221	-60.7345741113	
3	23.575850939	-228.316461268	-291.259620221	-94.7345741113	
3	41.575850939	-246.316461268	-294.259620221	-92.7345741113	
3	78.575850939	-259.316461268	-309.259620221	-148.734574111	
3	89.575850939	-302.316461268	-309.259620221	-166.734574111	
3	64.575850939	-211.316461268	-331.259620221	-85.7345741113	
3	31.575850939	-321.316461268	-305.259620221	-145.734574111	
3	63.575850939	-233.316461268	-279.259620221	-98.7345741113	
3	138.575850939	-278.316461268	-282.259620221	-175.734574111	
3	74.575850939	-249.316461268	-300.259620221	-91.7345741113	
3	110.575850939	-233.316461268	-327.259620221	-132.734574111	
3	31.575850939	-274.316461268	-297.259620221	-90.7345741113	
3	153.575850939	-320.316461268	-315.259620221	-212.734574111	
3	111.575850939	-319.316461268	-306.259620221	-145.734574111	
3	108.575850939	-224.316461268	-274.259620221	-120.734574111	
3	134.575850939	-321.316461268	-305.259620221	-188.734574111	
3	104.575850939	-346.316461268	-307.259620221	-170.734574111	
3	70.575850939	-212.316461268	-273.259620221	-78.7345741113	
3	79.575850939	-321.316461268	-291.259620221	-130.734574111	
3	91.575850939	-280.316461268	-281.259620221	-138.734574111	
3	138.575850939	-260.316461268	-287.259620221	-159.734574111	
3	127.575850939	-207.316461268	-268.259620221	-96.7345741113	
3	117.575850939	-342.316461268	-302.259620221	-159.734574111	
3	106.575850939	-244.316461268	-272.259620221	-140.734574111	
3	85.575850939	-296.316461268	-319.259620221	-195.734574111	
3	101.575850939	-232.316461268	-287.259620221	-196.734574111	
3	110.575850939	-236.316461268	-293.259620221	-186.734574111	
3	107.575850939	-368.316461268	-314.259620221	-204.734574111	
3	130.575850939	-268.316461268	-281.259620221	-208.734574111	
3	145.575850939	-284.316461268	-287.259620221	-172.734574111	
3	135.575850939	-312.316461268	-276.259620221	-172.734574111	
3	105.575850939	-386.316461268	-361.259620221	-321.734574111	
3	70.575850939	-220.316461268	-227.259620221	-109.734574111	
3	74.575850939	-217.316461268	-231.259620221	-84.7345741113	
3	91.575850939	-253.316461268	-292.259620221	-93.7345741113	
3	123.575850939	-328.316461268	-261.259620221	-141.734574111	
3	149.575850939	-228.316461268	-243.259620221	-103.734574111	
3	128.575850939	-228.316461268	-228.259620221	-122.734574111	
3	111.575850939	-334.316461268	-257.259620221	-108.734574111	
3	95.575850939	-263.316461268	-230.259620221	-93.7345741113	
3	155.575850939	-256.316461268	-257.259620221	-109.734574111	
3	116.575850939	-294.316461268	-241.259620221	-56.7345741113	
3	150.575850939	-226.316461268	-236.259620221	-94.7345741113	
3	132.575850939	-318.316461268	-258.259620221	-130.734574111	
3	105.575850939	-189.316461268	-220.259620221	-32.7345741113	
3	146.575850939	-280.316461268	-281.259620221	-126.734574111	
3	140.575850939	-231.316461268	-226.259620221	-56.7345741113	
3	172.575850939	-277.316461268	-246.259620221	-124.734574111	
3	178.575850939	-236.316461268	-227.259620221	-98.7345741113	
3	152.575850939	-345.316461268	-250.259620221	-145.734574111	
3	202.575850939	-272.316461268	-235.259620221	-155.734574111	
3	152.575850939	-237.316461268	-205.259620221	-68.7345741113	
3	182.575850939	-254.316461268	-235.259620221	-112.734574111	
3	142.575850939	-257.316461268	-210.259620221	-82.7345741113	
3	137.575850939	-196.316461268	-209.259620221	-48.7345741113	
3	137.575850939	-190.316461268	-197.259620221	-92.7345741113	
3	202.575850939	-224.316461268	-211.259620221	-169.734574111	
3	169.575850939	-271.316461268	-216.259620221	-96.7345741113	
3	132.575850939	-216.316461268	-206.259620221	-123.734574111	
3	193.575850939	-233.316461268	-213.259620221	-102.734574111	
3	168.575850939	-336.316461268	-258.259620221	-147.734574111	
3	160.575850939	-250.316461268	-225.259620221	-104.734574111	
3	171.575850939	-308.316461268	-237.259620221	-114.734574111	
3	181.575850939	-277.316461268	-226.259620221	-96.7345741113	
3	221.575850939	-298.316461268	-240.259620221	-144.734574111	
3	205.575850939	-316.316461268	-253.259620221	-168.734574111	
3	214.575850939	-314.316461268	-245.259620221	-177.734574111	
3	144.575850939	-190.316461268	-204.259620221	-84.7345741113	
3	162.575850939	-276.316461268	-257.259620221	-124.734574111	
3	162.575850939	-172.316461268	-197.259620221	-74.7345741113	
3	132.575850939	-277.316461268	-206.259620221	-111.734574111	
3	190.575850939	-334.316461268	-237.259620221	-164.734574111	
3	156.575850939	-317.316461268	-217.259620221	-135.734574111	
3	182.575850939	-220.316461268	-205.259620221	-101.734574111	
3	150.575850939	-261.316461268	-202.259620221	-98.7345741113	
3	183.575850939	-276.316461268	-247.259620221	-152.734574111	
3	204.575850939	-166.316461268	-190.259620221	-104.734574111	
3	126.575850939	-234.316461268	-185.259620221	-64.7345741113	
3	191.575850939	-311.316461268	-215.259620221	-138.734574111	
3	162.575850939	-241.316461268	-193.259620221	-134.734574111	
3	160.575850939	-198.316461268	-178.259620221	-62.7345741113	
3	151.575850939	-232.316461268	-181.259620221	-92.7345741113	
3	238.575850939	-186.316461268	-183.259620221	-125.734574111	
3	177.575850939	-268.316461268	-243.259620221	-122.734574111	
3	192.575850939	-280.316461268	-176.259620221	-92.7345741113	
3	177.575850939	-225.316461268	-215.259620221	-86.7345741113	
3	195.575850939	-278.316461268	-180.259620221	-122.734574111	
3	227.575850939	-158.316461268	-145.259620221	-93.7345741113	
3	230.575850939	-182.316461268	-163.259620221	-104.734574111	
3	184.575850939	-204.316461268	-134.259620221	-44.7345741113	
3	196.575850939	-263.316461268	-199.259620221	-146.734574111	
3	162.575850939	-259.316461268	-157.259620221	-102.734574111	
3	215.575850939	-165.316461268	-158.259620221	-77.7345741113	
3	200.575850939	-200.316461268	-178.259620221	-102.734574111	
3	176.575850939	-242.316461268	-145.259620221	-60.7345741113	
3	174.575850939	-224.316461268	-143.259620221	-61.7345741113	
3	196.575850939	-241.316461268	-154.259620221	-120.734574111	
3	176.575850939	-174.316461268	-129.259620221	-48.7345741113	
3	175.575850939	-134.316461268	-113.259620221	-40.7345741113	
3	166.575850939	-193.316461268	-115.259620221	-54.7345741113	
3	179.575850939	-238.316461268	-128.259620221	-82.7345741113	
3	226.575850939	-195.316461268	-130.259620221	-112.734574111	
3	242.575850939	-142.316461268	-131.259620221	-71.7345741113	
3	213.575850939	-232.316461268	-122.259620221	-60.7345741113	
3	256.575850939	-217.316461268	-189.259620221	-161.734574111	
3	204.575850939	-182.316461268	-129.259620221	-42.7345741113	
3	243.575850939	-289.316461268	-140.259620221	-92.7345741113	
3	194.575850939	-237.316461268	-113.259620221	-22.7345741113	
3	182.575850939	-240.316461268	-110.259620221	-108.734574111	
3	178.575850939	-274.316461268	-150.259620221	-90.7345741113	
3	238.575850939	-120.316461268	-105.259620221	-37.7345741113	
3	187.575850939	-127.316461268	-100.259620221	-39.7345741113	
3	249.575850939	-200.316461268	-140.259620221	-116.734574111	
3	246.575850939	-176.316461268	-129.259620221	-71.7345741113	
3	255.575850939	-180.316461268	-131.259620221	-84.7345741113	
3	246.575850939	-127.316461268	-113.259620221	-63.7345741113	
3	259.575850939	-189.316461268	-121.259620221	-70.7345741113	
3	187.575850939	-193.316461268	-117.259620221	-31.7345741113	
3	239.575850939	-201.316461268	-115.259620221	-57.7345741113	
3	266.575850939	-163.316461268	-115.259620221	-65.7345741113	
3	227.575850939	-103.316461268	-103.259620221	-33.7345741113	
3	186.575850939	-212.316461268	-153.259620221	-60.7345741113	
3	224.575850939	-168.316461268	-109.259620221	-66.7345741113	
3	221.575850939	-102.316461268	-112.259620221	-31.7345741113	
3	238.575850939	-207.316461268	-109.259620221	-69.7345741113	
3	220.575850939	-154.316461268	-101.259620221	-37.7345741113	
3	210.575850939	-151.316461268	-81.2596202213	-29.7345741113	
3	240.575850939	-147.316461268	-86.2596202213	-20.7345741113	
3	230.575850939	-206.316461268	-102.259620221	-47.7345741113	
3	248.575850939	-246.316461268	-113.259620221	-81.7345741113	
3	286.575850939	-188.316461268	-104.259620221	-68.7345741113	
3	283.575850939	-222.316461268	-122.259620221	-106.734574111	
3	288.575850939	-215.316461268	-129.259620221	-118.734574111	
3	257.575850939	-220.316461268	-147.259620221	-106.734574111	
3	244.575850939	-210.316461268	-111.259620221	-97.7345741113	
3	217.575850939	-172.316461268	-97.2596202213	-63.7345741113	
3	226.575850939	-178.316461268	-131.259620221	-120.734574111	
3	240.575850939	-110.316461268	-79.2596202213	-47.7345741113	
3	222.575850939	-236.316461268	-111.259620221	-67.7345741113	
3	276.575850939	-196.316461268	-138.259620221	-90.7345741113	
3	255.575850939	-208.316461268	-128.259620221	-113.734574111	
3	274.575850939	-185.316461268	-117.259620221	-79.7345741113	
3	208.575850939	-213.316461268	-105.259620221	-63.7345741113	
3	274.575850939	-124.316461268	-110.259620221	-62.7345741113	
3	288.575850939	-136.316461268	-109.259620221	-92.7345741113	
3	222.575850939	-168.316461268	-90.2596202213	-32.7345741113	
3	230.575850939	-193.316461268	-111.259620221	-92.7345741113	
3	248.575850939	-227.316461268	-122.259620221	-95.7345741113	
