2	1571.01794265	1254.83995081	1684.96534441	159.237092657	
2	1543.01794265	1252.83995081	1676.96534441	135.237092657	
2	1429.01794265	1226.83995081	1673.96534441	70.2370926571	
2	1429.01794265	1212.83995081	1589.96534441	59.2370926571	
2	1366.01794265	1166.83995081	1572.96534441	17.2370926571	
2	1283.01794265	1127.83995081	1522.96534441	-30.7629073429	
2	1258.01794265	1180.83995081	1537.96534441	-0.762907342885	
2	1137.01794265	1162.83995081	-1270.03465559	-13.7629073429	
2	1167.01794265	1168.83995081	-1276.03465559	-67.7629073429	
2	1181.01794265	1128.83995081	-1253.03465559	-16.7629073429	
2	1181.01794265	1134.83995081	-1230.03465559	-99.7629073429	
2	1137.01794265	1139.83995081	-1233.03465559	-55.7629073429	
2	1096.01794265	1138.83995081	-1229.03465559	-35.7629073429	
2	1088.01794265	1146.83995081	-1207.03465559	-58.7629073429	
2	1091.01794265	1069.83995081	1433.96534441	-123.762907343	
2	1089.01794265	1122.83995081	1476.96534441	-93.7629073429	
2	1053.01794265	1072.83995081	1406.96534441	-159.762907343	
2	1127.01794265	1116.83995081	1444.96534441	-102.762907343	
2	1131.01794265	1120.83995081	1431.96534441	-116.762907343	
2	1075.01794265	1074.83995081	1447.96534441	-124.762907343	
2	1086.01794265	1125.83995081	1482.96534441	-106.762907343	
2	1121.01794265	1090.83995081	1457.96534441	-114.762907343	
2	1088.01794265	1094.83995081	1475.96534441	-112.762907343	
2	1114.01794265	1092.83995081	1459.96534441	-179.762907343	
2	1092.01794265	1140.83995081	1456.96534441	-112.762907343	
2	1144.01794265	1136.83995081	1453.96534441	-121.762907343	
2	1093.01794265	1120.83995081	1453.96534441	-91.7629073429	
2	1092.01794265	1133.83995081	1460.96534441	-84.7629073429	
2	1099.01794265	1086.83995081	1436.96534441	-138.762907343	
2	1111.01794265	1142.83995081	1461.96534441	-116.762907343	
2	1047.01794265	1132.83995081	1453.96534441	-94.7629073429	
2	1106.01794265	1147.83995081	1469.96534441	-96.7629073429	
2	1066.01794265	1122.83995081	1469.96534441	-98.7629073429	
2	1087.01794265	1112.83995081	1424.96534441	-150.762907343	
2	1077.01794265	1096.83995081	1305.96534441	-209.762907343	
2	1039.01794265	1106.83995081	1347.96534441	-212.762907343	
2	1018.01794265	1114.83995081	1308.96534441	-262.762907343	
2	1064.01794265	1078.83995081	1273.96534441	-176.762907343	
2	1045.01794265	1075.83995081	1381.96534441	-240.762907343	
2	1079.01794265	1031.83995081	1396.96534441	-268.762907343	
2	1087.01794265	1068.83995081	1415.96534441	-192.762907343	
2	1021.01794265	1101.83995081	1410.96534441	-220.762907343	
2	1093.01794265	1076.83995081	1403.96534441	-239.762907343	
2	1072.01794265	1107.83995081	1446.96534441	-168.762907343	
2	1071.01794265	1076.83995081	1425.96534441	-220.762907343	
2	1067.01794265	1082.83995081	1416.96534441	-198.762907343	
2	1069.01794265	1142.83995081	1475.96534441	-113.762907343	
2	1079.01794265	1101.83995081	1402.96534441	-132.762907343	
2	1053.01794265	1128.83995081	1491.96534441	-129.762907343	
2	1024.01794265	1110.83995081	1490.96534441	-125.762907343	
2	1091.01794265	1031.83995081	1485.96534441	-152.762907343	
2	1107.01794265	1030.83995081	1471.96534441	-177.762907343	
2	1126.01794265	1128.83995081	1497.96534441	-179.762907343	
2	1112.01794265	1054.83995081	1483.96534441	-198.762907343	
2	1054.01794265	1128.83995081	1503.96534441	-169.762907343	
2	1113.01794265	1031.83995081	1457.96534441	-191.762907343	
2	1085.01794265	1119.83995081	1475.96534441	-121.762907343	
2	1103.01794265	1082.83995081	1451.96534441	-187.762907343	
2	1081.01794265	1094.83995081	1447.96534441	-164.762907343	
2	1076.01794265	1082.83995081	1460.96534441	-146.762907343	
2	1063.01794265	1064.83995081	1425.96534441	-185.762907343	
2	1064.01794265	1070.83995081	1464.96534441	-179.762907343	
2	1029.01794265	1058.83995081	1423.96534441	-172.762907343	
2	1016.01794265	1058.83995081	1385.96534441	-156.762907343	
2	1075.01794265	1110.83995081	1525.96534441	-138.762907343	
2	1083.01794265	1094.83995081	1521.96534441	-124.762907343	
2	1081.01794265	1113.83995081	1548.96534441	-104.762907343	
2	1009.01794265	1082.83995081	1481.96534441	-167.762907343	
2	1072.01794265	1077.83995081	1503.96534441	-170.762907343	
2	1116.01794265	1084.83995081	1498.96534441	-200.762907343	
